ticker,company_name,security_name,yahoo_exchange,listing_exchange,market_cap,exclusion_reason
AAPG,Ascentage Pharma Group Internat,Ascentage Pharma Group International - American Depository Shares,NGM,NASDAQ,1573198720,adr_or_ads
ABEV,Ambev S.A.,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),NYQ,NYSE,46821969920,adr_or_ads
ABVX,ABIVAX Société Anonyme,Abivax SA - American Depositary Shares,NGM,NASDAQ,10929076224,adr_or_ads
AERO,"Grupo Aeromexico, S.A.B. de C.V","Grupo Aeromexico, S.A.B. de C.V. American Depositary Shares (each representing ten (10) Common Shares)",NYQ,NYSE,2356339968,adr_or_ads
AHG,Akso Health Group,Akso Health Group - American Depositary Shares,NCM,NASDAQ,1250788096,adr_or_ads
AMX,"América Móvil, S.A.B. de C.V.","America Movil, S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares",NYQ,NYSE,72061198336,adr_or_ads
ARGX,argenx SE,argenx SE - American Depositary Shares,NMS,NASDAQ,53975252992,adr_or_ads
ARM,Arm Holdings plc,Arm Holdings plc - American Depositary Shares,NMS,NASDAQ,293251022848,adr_or_ads
ASX,"ASE Technology Holding Co., Ltd.","ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares)",NYQ,NYSE,80872431616,adr_or_ads
ATAT,Atour Lifestyle Holdings Limited,Atour Lifestyle Holdings Limited - American Depositary Shares,NMS,NASDAQ,4814398464,adr_or_ads
ATHM,Autohome Inc.,"Autohome Inc. American Depositary Shares, each representing four class A ordinary shares.",NYQ,NYSE,2646627584,adr_or_ads
AVAL,Grupo Aval Acciones y Valores S.A.,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),NYQ,NYSE,6292021248,adr_or_ads
AXIA,AXIA Energia SA,AXIA Energia American Depositary Shares (Each representing one Common Share),NYQ,NYSE,23860400128,adr_or_ads
AZUL,Azul S.A.,"Azul S.A. American Depositary Shares, each representing two (2) Common Shares",NYQ,NYSE,1594012928,adr_or_ads
BABA,Alibaba Group Holding Limited,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,NYQ,NYSE,308069990400,adr_or_ads
BAK,Braskem S.A.,Braskem SA ADR,NYQ,NYSE,900574272,adr_or_ads
BBAR,Banco BBVA Argentina S.A.,Banco BBVA Argentina S.A. ADS,NYQ,NYSE,3647667456,adr_or_ads
BBD,Banco Bradesco S.A.,Banco Bradesco Sa American Depositary Shares,NYQ,NYSE,37836955648,adr_or_ads
BBDO,Banco Bradesco S.A.,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),NYQ,NYSE,34792603648,adr_or_ads
BCH,Banco de Chile,Banco De Chile ADS,NYQ,NYSE,21031755776,adr_or_ads
BEKE,KE Holdings Inc.,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),NYQ,NYSE,18653034496,adr_or_ads
BHP,BHP Group Limited,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),NYQ,NYSE,227056041984,adr_or_ads
BIDU,"Baidu, Inc.","Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",NMS,NASDAQ,37687013376,adr_or_ads
BILI,Bilibili Inc.,Bilibili Inc. - American Depositary Shares,NMS,NASDAQ,7775837184,adr_or_ads
BLTE,"Belite Bio, Inc","Belite Bio, Inc - American Depositary Shares",NCM,NASDAQ,6353486848,adr_or_ads
BMA,Banco Macro S.A.,Banco Macro S.A.  ADR (representing Ten Class B Common Shares),NYQ,NYSE,5727019008,adr_or_ads
BNTX,BioNTech SE,BioNTech SE - American Depositary Shares,NMS,NASDAQ,23310870528,adr_or_ads
BSAC,Banco Santander-Chile,Banco Santander - Chile ADS,NYQ,NYSE,16606815232,adr_or_ads
BSBR,Banco Santander (Brasil) S.A.,"Banco Santander Brasil SA American Depositary Shares, each representing one unit",NYQ,NYSE,21676392448,adr_or_ads
BTI,British American Tobacco p.l.c.,"British American Tobacco  Industries, p.l.c. Common Stock ADR",NYQ,NYSE,127840985088,adr_or_ads
BUD,Anheuser-Busch InBev SA/NV,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),NYQ,NYSE,167756529664,adr_or_ads
BZ,Kanzhun Limited,KANZHUN LIMITED - American Depository Shares,NMS,NASDAQ,7234633728,adr_or_ads
CDLR,Cadeler A/S,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),NYQ,NYSE,2192786176,adr_or_ads
CEPU,Central Puerto S.A.,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),NYQ,NYSE,2143303424,adr_or_ads
CHA,Chagee Holdings Limited,"Chagee Holdings Limited - American Depositary Shares, each representing 1 Class A ordinary share",NMS,NASDAQ,2092673792,adr_or_ads
CIB,Grupo Cibest S.A.,Grupo Cibest S.A. American Depositary Shares each representing four Preferred Shares,NYQ,NYSE,21387087872,adr_or_ads
CIG,Companhia Energética de Minas Gerais - CEMIG,Comp En De Mn Cemig ADS American Depositary Shares,NYQ,NYSE,6121859584,adr_or_ads
CIG-C,Companhia Energética de Minas Gerais - CEMIG,Comp En De Mn Cemig ADS American Depositary Receipts,NYQ,NYSE,9125575680,adr_or_ads
CMPS,COMPASS Pathways plc,COMPASS Pathways Plc - American Depository Shares,NMS,NASDAQ,1832611584,adr_or_ads
CPAC,Cementos Pacasmayo S.A.A.,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),NYQ,NYSE,1023175360,adr_or_ads
CSAN,Cosan S.A.,Cosan S.A. ADS,NYQ,NYSE,2997718528,adr_or_ads
CX,"CEMEX, S.A.B. de C.V.","Cemex, S.A.B. de C.V. Sponsored ADR",NYQ,NYSE,16666100736,adr_or_ads
DAO,"Youdao, Inc.","Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share",NYQ,NYSE,2079741056,adr_or_ads
DDL,Dingdong (Cayman) Limited,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),NYQ,NYSE,487605376,adr_or_ads
DRD,DRDGOLD Limited,DRDGOLD Limited American Depositary Shares,NYQ,NYSE,1983738624,adr_or_ads
DSC,DSC Holdings Ltd.,DSC Holdings Ltd. - American Depositary Shares,NGM,NASDAQ,300935680,adr_or_ads
EC,Ecopetrol S.A.,Ecopetrol S.A. American Depositary Shares,NYQ,NYSE,33695129600,adr_or_ads
EDN,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,NYQ,NYSE,1215996160,adr_or_ads
EDU,New Oriental Education & Technology Group Inc.,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",NYQ,NYSE,9490921472,adr_or_ads
EH,EHang Holdings Limited,EHang Holdings Limited - ADS,NGM,NASDAQ,405772672,adr_or_ads
ELPC,Companhia Paranaense de Energia,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),NYQ,NYSE,8604446720,adr_or_ads
ENIC,Enel Chile S.A.,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),NYQ,NYSE,6211156992,adr_or_ads
ENRD,Einride AB,Einride AB - American Depositary Shares,NGM,NASDAQ,728203072,adr_or_ads
ERIC,Telefonaktiebolaget LM Ericsson (publ),Ericsson - American Depositary Shares each representing 1 underlying Class B share,NMS,NASDAQ,32998637568,adr_or_ads
FINV,FinVolution Group,FinVolution Group American Depositary Shares,NYQ,NYSE,1154499584,adr_or_ads
FMS,Fresenius Medical Care AG,Fresenius Medical Care AG American Depositary Shares (Each representing 1/2 of an Ordinary Share),NYQ,NYSE,12832018432,adr_or_ads
FUTU,Futu Holdings Limited,Futu Holdings Limited - American Depositary Shares,NGM,NASDAQ,15452237824,adr_or_ads
GDS,GDS Holdings Limited,GDS Holdings Limited - American Depositary Shares,NGM,NASDAQ,6546336256,adr_or_ads
GFI,Gold Fields Limited,Gold Fields Limited American Depositary Shares,NYQ,NYSE,33352869888,adr_or_ads
GGAL,Grupo Financiero Galicia S.A.,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",NCM,NASDAQ,8194768384,adr_or_ads
GMAB,Genmab A/S,Genmab A/S - American Depositary Shares,NMS,NASDAQ,17963763712,adr_or_ads
GOTU,Gaotu Techedu Inc.,Gaotu Techedu Inc. American Depositary Shares,NYQ,NYSE,448293056,adr_or_ads
GPCR,Structure Therapeutics Inc.,Structure Therapeutics Inc. - American Depositary Shares,NGM,NASDAQ,3591395072,adr_or_ads
GRFS,"Grifols, S.A.","Grifols, S.A. - American Depositary Shares",NMS,NASDAQ,5397003264,adr_or_ads
GRVY,"Gravity Co., Ltd.","GRAVITY Co., Ltd. - American depositary shares, each representing one common share.",NGM,NASDAQ,432221600,adr_or_ads
GSK,GSK plc,GSK plc American Depositary Shares (Each representing two Ordinary Shares),NYQ,NYSE,103064379392,adr_or_ads
HCM,HUTCHMED (China) Limited,HUTCHMED (China) Limited - American Depositary Shares,NMS,NASDAQ,2007553792,adr_or_ads
HEPS,D-Market Elektronik Hizmetler ve Ticaret A.S.,D-Market Electronic Services & Trading - American Depositary Shares,NMS,NASDAQ,1018091840,adr_or_ads
HIMX,"Himax Technologies, Inc.","Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",NMS,NASDAQ,2328585984,adr_or_ads
HLN,Haleon plc,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),NYQ,NYSE,43818442752,adr_or_ads
HSAI,Hesai Group,Hesai Group - American Depositary Share,NMS,NASDAQ,22515335168,adr_or_ads
HTHT,H World Group Limited,H World Group Limited - American Depositary Shares,NMS,NASDAQ,13020558336,adr_or_ads
HTT,High Templar Tech Limited,"High Templar Tech Limited American depositary shares, each representing one Class A ordinary share",NYQ,NYSE,397525760,adr_or_ads
HUYA,HUYA Inc.,"HUYA Inc. American depositary shares, each  representing one Class A ordinary share",NYQ,NYSE,558392640,adr_or_ads
IHG,InterContinental Hotels Group PLC,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),NYQ,NYSE,23715844096,adr_or_ads
IMCR,Immunocore Holdings plc,Immunocore Holdings plc - American Depositary Shares,NMS,NASDAQ,1693315072,adr_or_ads
IMOS,ChipMOS TECHNOLOGIES INC.,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,NMS,NASDAQ,1774011520,adr_or_ads
INFY,Infosys Limited,Infosys Limited American Depositary Shares,NYQ,NYSE,50545541120,adr_or_ads
IQ,"iQIYI, Inc.","iQIYI, Inc. - American Depositary Shares",NMS,NASDAQ,1244881792,adr_or_ads
IRS,IRSA Inversiones y Representaciones Sociedad Anónima,IRSA Inversiones Y Representaciones S.A. Global Depositary Shares (Each representing ten shares of Common Stock),NYQ,NYSE,1263251072,adr_or_ads
ITUB,Itaú Unibanco Holding S.A.,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),NYQ,NYSE,90489569280,adr_or_ads
IX,ORIX Corporation,ORIX Corporation American Depositary Shares,NYQ,NYSE,45120135168,adr_or_ads
JD,"JD.com, Inc.","JD.com, Inc. - American Depositary Shares",NMS,NASDAQ,43945271296,adr_or_ads
JKS,"JinkoSolar Holding Co., Ltd.",JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),NYQ,NYSE,826401536,adr_or_ads
JOYY,JOYY Inc.,JOYY Inc. - American Depositary Shares,NMS,NASDAQ,3768808960,adr_or_ads
KC,Kingsoft Cloud Holdings Limited,Kingsoft Cloud Holdings Limited - American Depositary Shares,NMS,NASDAQ,3745114624,adr_or_ads
KOF,"Coca-Cola FEMSA, S.A.B. de C.V.","Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)",NYQ,NYSE,22747811840,adr_or_ads
KSPI,Joint Stock Company Kaspi.kz,Joint Stock Company Kaspi.kz - American Depository Shares,NMS,NASDAQ,17518614528,adr_or_ads
LEGN,Legend Biotech Corporation,Legend Biotech Corporation - American Depositary Shares,NMS,NASDAQ,3685027840,adr_or_ads
LFS,"Leifras Co., Ltd.","LEIFRAS Co., Ltd. - American Depositary Shares",NCM,NASDAQ,60692636,adr_or_ads
LI,Li Auto Inc.,Li Auto Inc. - American Depositary Shares,NMS,NASDAQ,13321302016,adr_or_ads
LKFT,Lakefront Biotherapeutics NV,Lakefront Biotherapeutics - American Depositary Shares,NMS,NASDAQ,1707840256,adr_or_ads
LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),NYQ,NYSE,359611776,adr_or_ads
LOMA,Loma Negra Compañía Industrial Argentina Sociedad Anónima,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,NYQ,NYSE,1303501440,adr_or_ads
LPL,"LG Display Co., Ltd.","LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",NYQ,NYSE,3260000000,adr_or_ads
LRE,"Lead Real Estate Co., Ltd","Lead Real Estate Co., Ltd - American Depositary Shares",NCM,NASDAQ,17352498,adr_or_ads
LTM,LATAM Airlines Group S.A.,"LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2,000) shares of Common Stock)",NYQ,NYSE,16891325440,adr_or_ads
LU,Lufax Holding Ltd,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares",NYQ,NYSE,1300033280,adr_or_ads
LX,LexinFintech Holdings Ltd.,LexinFintech Holdings Ltd. - American Depositary Shares,NMS,NASDAQ,243886640,adr_or_ads
LYG,Lloyds Banking Group plc,Lloyds Banking Group Plc American Depositary Shares,NYQ,NYSE,90717577216,adr_or_ads
MESO,Mesoblast Limited,Mesoblast Limited - American Depositary Shares,NMS,NASDAQ,1940253440,adr_or_ads
MFG,"Mizuho Financial Group, Inc.","Mizuho Financial Group, Inc. Sponosred ADR (Japan)",NYQ,NYSE,130349465600,adr_or_ads
MLCO,Melco Resorts & Entertainment Limited,Melco Resorts & Entertainment Limited - American Depositary Shares,NMS,NASDAQ,2193847296,adr_or_ads
MNSO,MINISO Group Holding Limited,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",NYQ,NYSE,3668572416,adr_or_ads
MOMO,Hello Group Inc.,Hello Group Inc.  - American Depositary Shares,NMS,NASDAQ,855457472,adr_or_ads
MWC,"Micware Co., Ltd.","Micware Co., Ltd. - American Depositary Shares",NGM,NASDAQ,87346544,adr_or_ads
NGG,National Grid plc,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",NYQ,NYSE,80690069504,adr_or_ads
NICE,NICE Ltd.,NICE Ltd - American Depositary Shares each representing one Ordinary Share,NMS,NASDAQ,5821630464,adr_or_ads
NIO,NIO Inc.,"NIO Inc. American depositary shares, each  representing one Class A ordinary share",NYQ,NYSE,11651352576,adr_or_ads
NIU,Niu Technologies,Niu Technologies - American Depositary Shares,NGM,NASDAQ,192168416,adr_or_ads
NMR,"Nomura Holdings, Inc.",Nomura Holdings Inc ADR American Depositary Shares,NYQ,NYSE,29021341696,adr_or_ads
NOAH,Noah Holdings Limited,Noah Holdings Limited American Depositary Shares,NYQ,NYSE,567700480,adr_or_ads
NOK,Nokia Oyj,Nokia Corporation Sponsored American Depositary Shares,NYQ,NYSE,53480677376,adr_or_ads
NTES,"NetEase, Inc.","NetEase, Inc. - American Depositary Shares, each representing 5 ordinary shares",NMS,NASDAQ,82022449152,adr_or_ads
NWG,NatWest Group plc,"NatWest Group plc American Depositary Shares, (each representing two (2) Ordinary Shares)",NYQ,NYSE,76523806720,adr_or_ads
OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares,NMS,NASDAQ,5291003392,adr_or_ads
ONC,BeOne Medicines AG,BeOne Medicines Ltd. - American Depositary Shares,NMS,NASDAQ,33981636608,adr_or_ads
OPRA,Opera Limited,Opera Limited - American Depositary Shares,NMS,NASDAQ,1782104064,adr_or_ads
PAYP,PayPay Corporation,PayPay Corporation - American Depository Shares,NMS,NASDAQ,10610832384,adr_or_ads
PBR,Petróleo Brasileiro S.A. - Petrobras,Petroleo Brasileiro S.A. Petrobras ADS,NYQ,NYSE,118318571520,adr_or_ads
PBR-A,Petróleo Brasileiro S.A. - Petrobras,Petroleo Brasileiro S.A. Petrobras American Depositary Shares representing Preferred Shares,NYQ,NYSE,111461253120,adr_or_ads
PCLA,PicoCELA Inc.,PicoCELA Inc. - American Depositary Shares,NCM,NASDAQ,52875928,adr_or_ads
PDC,Perpetuals.com Ltd,Perpetuals.com Ltd - American Depositary Shares,NCM,NASDAQ,20391356,adr_or_ads
PDD,PDD Holdings Inc.,PDD Holdings Inc. - American Depositary Shares,NMS,NASDAQ,129443676160,adr_or_ads
PHI,PLDT Inc.,PLDT Inc. Sponsored ADR,NYQ,NYSE,4241174784,adr_or_ads
PKX,POSCO Holdings Inc.,POSCO HOLDINGS INC. American Depositary Shares (Each representing 1/4th of a share of Common Stock),NYQ,NYSE,16573049856,adr_or_ads
PONY,Pony AI Inc.,Pony AI Inc. - American Depositary Shares,NMS,NASDAQ,3392770304,adr_or_ads
PSNY,Polestar Automotive Holding UK PLC,Polestar Automotive Holding UK Limited - Class A ADS,NGM,NASDAQ,2134434944,adr_or_ads
PSNYW,Polestar Automotive Holding UK PLC,Polestar Automotive Holding UK Limited - Class C-1 ADS (ADW),NGM,NASDAQ,347769472,adr_or_ads
QFIN,"Qfin Holdings, Inc.","Qfin Holdings, Inc.  - American Depositary Shares",NMS,NASDAQ,1599819904,adr_or_ads
RELX,RELX PLC,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),NYQ,NYSE,63864655872,adr_or_ads
RERE,ATRenew Inc.,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),NYQ,NYSE,965700224,adr_or_ads
RLX,RLX Technology Inc.,"RLX Technology Inc. American Depositary Shares, each representing the right to receive one (1) Class A ordinary share",NYQ,NYSE,2371173888,adr_or_ads
RTO,Rentokil Initial plc,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),NYQ,NYSE,12455387136,adr_or_ads
SAN,"Banco Santander, S.A.","Banco Santander, S.A. Sponsored ADR (Spain)",NYQ,NYSE,209119002624,adr_or_ads
SAP,SAP SE,SAP  SE ADS,NYQ,NYSE,227759128576,adr_or_ads
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),NYQ,NYSE,19095711744,adr_or_ads
SBSW,Sibanye Stillwater Limited,D/B/A Sibanye-Stillwater Limited ADS,NYQ,NYSE,7175833600,adr_or_ads
SE,Sea Limited,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",NYQ,NYSE,70380601344,adr_or_ads
SHEL,Shell plc,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares),NYQ,NYSE,242679087104,adr_or_ads
SHG,"Shinhan Financial Group Co., Ltd.",Shinhan Financial Group Co Ltd American Depositary Shares,NYQ,NYSE,34081161216,adr_or_ads
SIFY,Sify Technologies Limited,Sify Technologies Limited - American Depository Shares,NCM,NASDAQ,1135050496,adr_or_ads
SIM,"Grupo Simec, S.A.B. de C.V.","Grupo Simec, S.A.B. de C.V. American Depositary Shares",ASE,NYSE American,4607079936,adr_or_ads
SIMO,Silicon Motion Technology Corporation,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",NMS,NASDAQ,8363367424,adr_or_ads
SKHY,SK hynix Inc.,SK hynix Inc. - American Depositary Shares,NMS,NASDAQ,1072093790208,adr_or_ads
SMFG,"Sumitomo Mitsui Financial Group, Inc.",Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),NYQ,NYSE,161374699520,adr_or_ads
SNY,Sanofi,Sanofi - American Depositary Shares,NMS,NASDAQ,102506758144,adr_or_ads
SONY,Sony Group Corporation,Sony Group Corporation American Depositary Shares,NYQ,NYSE,131778043904,adr_or_ads
SSL,Sasol Limited,Sasol Ltd. American Depositary Shares,NYQ,NYSE,7012952064,adr_or_ads
SUPV,Grupo Supervielle S.A.,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,NYQ,NYSE,848683648,adr_or_ads
SUZ,Suzano S.A.,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),NYQ,NYSE,10307964928,adr_or_ads
TAK,Takeda Pharmaceutical Company Limited,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),NYQ,NYSE,53395365888,adr_or_ads
TAL,TAL Education Group,TAL Education Group American Depositary Shares,NYQ,NYSE,6706338304,adr_or_ads
TCOM,Trip.com Group Limited,Trip.com Group Limited - American Depositary Shares,NMS,NASDAQ,28941250560,adr_or_ads
TEVA,Teva Pharmaceutical Industries Limited,Teva Pharmaceutical Industries Limited American Depositary Shares,NYQ,NYSE,40459083776,adr_or_ads
TIMB,TIM S.A.,TIM S.A. American Depositary Shares (Each representing 5 Common Shares),NYQ,NYSE,8728194048,adr_or_ads
TLX,Telix Pharmaceuticals Limited,Telix Pharmaceuticals Limited - American Depositary Shares,NMS,NASDAQ,3530056960,adr_or_ads
TME,Tencent Music Entertainment Group,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares",NYQ,NYSE,15603219456,adr_or_ads
TS,Tenaris S.A.,Tenaris S.A. American Depositary Shares,NYQ,NYSE,28799973376,adr_or_ads
TX,Ternium S.A.,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",NYQ,NYSE,10543685632,adr_or_ads
UGP,Ultrapar Participações S.A.,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),NYQ,NYSE,6690821120,adr_or_ads
UL,Unilever PLC,Unilever PLC American Depositary Shares (each representing One Ordinary Share),NYQ,NYSE,138803314688,adr_or_ads
UXIN,Uxin Limited,Uxin Limited - American Depositary Shares,NMS,NASDAQ,268375920,adr_or_ads
VALE,Vale S.A.,VALE S.A.  American Depositary Shares Each Representing one common share,NYQ,NYSE,63581093888,adr_or_ads
VCRE,Vicore Pharma Holding AB (publ),Vicore Pharma Holding AB - American Depositary Shares,NCM,NASDAQ,332904032,adr_or_ads
VEON,VEON Ltd.,VEON Ltd. - American Depositary Shares,NMS,NASDAQ,3775039488,adr_or_ads
VIPS,Vipshop Holdings Limited,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares",NYQ,NYSE,7463404032,adr_or_ads
VIST,"Vista Energy, S.A.B. de C.V.","Vista Energy S.A.B. de C.V. American Depositary Shares, each representing one series A share, with no par value",NYQ,NYSE,7043315200,adr_or_ads
VIV,Telefônica Brasil S.A.,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),NYQ,NYSE,19493197824,adr_or_ads
VNET,"VNET Group, Inc.","VNET Group, Inc. - American Depositary Shares",NMS,NASDAQ,2058320640,adr_or_ads
VOD,Vodafone Group Public Limited Company,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares,NMS,NASDAQ,35381452800,adr_or_ads
VTMX,"Corporación Inmobiliaria Vesta, S.A.B. de C.V.","Corporacion Inmobiliaria Vesta, S.A.B de C.V. American Depositary Shares, each representing ten (10) Common Shares",NYQ,NYSE,3117679872,adr_or_ads
WB,Weibo Corporation,Weibo Corporation - American Depositary Shares,NMS,NASDAQ,1953096960,adr_or_ads
WDH,Waterdrop Inc.,Waterdrop Inc. American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares),NYQ,NYSE,359301952,adr_or_ads
WDS,Woodside Energy Group Ltd,"Woodside Energy Group Limited American Depositary Shares, each representing one Ordinary Share",NYQ,NYSE,41862225920,adr_or_ads
WF,Woori Financial Group Inc.,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),NYQ,NYSE,16938964992,adr_or_ads
WPP,WPP plc,WPP plc American Depositary Shares,NYQ,NYSE,4446823424,adr_or_ads
WRD,WeRide Inc.,WeRide Inc. - American Depositary Shares,NGM,NASDAQ,1927682944,adr_or_ads
WYHG,Wing Yip Food Holdings Group Limited,Wing Yip Food Holdings Group Limited - American Depositary Shares,NCM,NASDAQ,42033876,adr_or_ads
XPEV,XPeng Inc.,"XPeng Inc. American depositary shares, each representing two Class A ordinary shares",NYQ,NYSE,11239974912,adr_or_ads
YB,Yuanbao Inc.,Yuanbao Inc. - American Depositary Shares,NGM,NASDAQ,631068352,adr_or_ads
YMM,Full Truck Alliance Co. Ltd.,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),NYQ,NYSE,9988289536,adr_or_ads
YPF,YPF Sociedad Anónima,YPF Sociedad Anonima American Depositary Shares,NYQ,NYSE,19084814336,adr_or_ads
YSG,Yatsen Holding Limited,"Yatsen Holding Limited American Depositary Shares, each representing twenty (20) Class A Ordinary Shares",NYQ,NYSE,300177504,adr_or_ads
ZH,Zhihu Inc.,"Zhihu Inc. American Depositary Shares, each representing three (3) Class A Ordinary Shares",NYQ,NYSE,281893472,adr_or_ads
ZKH,ZKH Group Limited,"ZKH Group Limited American Depositary Shares, each representing thirty-five (35) Class A Ordinary Shares",NYQ,NYSE,455530656,adr_or_ads
ZLAB,Zai Lab Limited,Zai Lab Limited - American Depositary Shares,NGM,NASDAQ,2074387200,adr_or_ads
ZTO,ZTO Express (Cayman) Inc.,"ZTO Express (Cayman) Inc. American Depositary Shares, each representing one Class A ordinary share.",NYQ,NYSE,18016641024,adr_or_ads
AAP,"Advance Auto Parts, Inc.",Advance Auto Parts Inc.,NYQ,NYSE,3594414336,ambiguous_security_type
AEG,Aegon Ltd.,Aegon Ltd. New York Registry Shares,NYQ,NYSE,14046851072,ambiguous_security_type
AME,"AMETEK, Inc.","AMETEK, Inc.",NYQ,NYSE,58391756800,ambiguous_security_type
ARCO,Arcos Dorados Holdings Inc.,Arcos Dorados Holdings Inc. Class A Shares,NYQ,NYSE,1784316160,ambiguous_security_type
ASML,ASML Holding N.V.,ASML Holding N.V. - New York Registry Shares,NMS,NASDAQ,644604297216,ambiguous_security_type
AZZ,AZZ Inc.,AZZ Inc.,NYQ,NYSE,4566626304,ambiguous_security_type
BBWI,"Bath & Body Works, Inc.","Bath & Body Works, Inc.",NYQ,NYSE,4190470144,ambiguous_security_type
BDJ,BlackRock Enhanced Equity Dividend Trust,Blackrock Enhanced Equity Dividend Trust,NYQ,NYSE,1735827456,ambiguous_security_type
BIPC,Brookfield Infrastructure Corporation,Brookfield Infrastructure Corporation Brookfield Infrastructure Corporation,NYQ,NYSE,4936845312,ambiguous_security_type
BRBI,BRBI BR Partners S.A.,BRBI BR Partners S.A. - ADSs,NCM,NASDAQ,300550208,ambiguous_security_type
BTT,Blackrock Municipal 2030 Target Term Trust,BlackRock Municipal 2030 Target Term Trust,NYQ,NYSE,1429026688,ambiguous_security_type
BVN,Compañía de Minas Buenaventura S.A.A.,Buenaventura Mining Company Inc.,NYQ,NYSE,8381566464,ambiguous_security_type
CCK,"Crown Holdings, Inc.","Crown Holdings, Inc.",NYQ,NYSE,13284008960,ambiguous_security_type
CHE,Chemed Corporation,Chemed Corp,NYQ,NYSE,7142864384,ambiguous_security_type
CHT,"Chunghwa Telecom Co., Ltd.","Chunghwa Telecom Co., Ltd.",NYQ,NYSE,32596789248,ambiguous_security_type
DBRG,"DigitalBridge Group, Inc.","DigitalBridge Group, Inc.",NYQ,NYSE,2943298560,ambiguous_security_type
DHT,"DHT Holdings, Inc.","DHT Holdings, Inc.",NYQ,NYSE,2877814016,ambiguous_security_type
EQNR,Equinor ASA,Equinor ASA,NYQ,NYSE,90598268928,ambiguous_security_type
